EventNum,Description,Title,Venue,Artists,Start Time,End Time,Street Address,City,State,Zip,URL,RSVP URL,Tags,Date,Day,Month,Day,Year,Start Time,Start Period,Start Hour,Start Minute,End Time,End Period,End Hour,End Minute,Venue+Address,Addres (Working),Street,City,State,Zip,Tags,Tags (Working),Consol. Event ID
659,American Rag Presents Filter Magazine's Showdown at Cedar Street!,Haerts,Cedar Street,"Haerts | HAERTS is a band from New York hailing from Germany, England, and the United States. The group consists of Nini Fabi, Ben Gebert, Garrett Ienner, Derek McWilliams, and Jonathan Schmidt. The band's first single, Wings, was produced in collaboration with JeanPhilip Grobler (aka St. Lucia). HAERTS' debut album is due in 2013.http://facebook.com/haertsmusic",2013-03-15 13:00:00',2013-03-15 13:45:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/f01ac44f7be4b560698d53808804a8a4,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Friday March 15, 2013 1:00pm - 1:45pm",Friday,3,15,2013,1:00pm,pm,13,0,1:45pm,pm,13,45,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
674,American Rag Presents Filter Magazine's Showdown at Cedar Street!,St. Lucia,Cedar Street,"St. Lucia | Even in the urban wilds of Brooklyn, there may be no one else like JeanPhilip Grobler, otherwise known as St. Lucia. Originally from Johannesberg, South Africa, Jean grew up performing with the Drakensberg Boys Choir School. When the choir wasn’t traveling—St. Lucia toured Japan, Australia, Europe, the US and more—they stayed in an enclave tucked in the South African mountains, learning everything from Bach and minimalist opera to African War Songs and Celine Dion. A young musician could …",2013-03-15 13:45:00',2013-03-15 14:30:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/5ba2ab2397a1874165a3f0ca318ce843,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Friday March 15, 2013 1:45pm - 2:30pm",Friday,3,15,2013,1:45pm,pm,13,45,2:30pm,pm,14,30,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
693,American Rag Presents Filter Magazine's Showdown at Cedar Street!,Ms Mr,Cedar Street,Ms Mr,2013-03-15 14:30:00',2013-03-15 15:15:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/c8191e8f85c1d9db6c60d32b0ef89fde,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Friday March 15, 2013 2:30pm - 3:15pm",Friday,3,15,2013,2:30pm,pm,14,30,3:15pm,pm,15,15,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
720,American Rag Presents Filter Magazine's Showdown at Cedar Street!,Wild Belle,Cedar Street,Ms Mr,2013-03-15 15:20:00',2013-03-15 16:00:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/a452858c6cddd9fdc5f12d0614074bcf,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Friday March 15, 2013 3:20pm - 4:00pm",Friday,3,15,2013,3:20pm,pm,15,20,4:00pm,pm,16,0,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
747,American Rag Presents Filter Magazine's Showdown at Cedar Street!,The Neighbourhood,Cedar Street,"The Neighbourhood | In early 2012 a mysterious band appeared online. The group, The Neighbourhood, revealed no biographical information, no photos and no backstory, offering only a moody track titled “Female Robbery.” Fans and the press were confounded, scouring the Internet for any information that might lead them to the identity of these musicians. Pieces of the puzzle, some reflecting reality and some not so much, began to emerge. The Neighbourhood were a quintet. They were from California despite the Britis…",2013-03-15 16:10:00',2013-03-15 17:05:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/bab0a166eaf28e952e4d09dbfa8d18f0,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Friday March 15, 2013 4:10pm - 5:05pm",Friday,3,15,2013,4:10pm,pm,16,10,5:05pm,pm,17,5,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
778,American Rag Presents Filter Magazine's Showdown at Cedar Street!,Haim,Cedar Street,Haim | http://haimtheband.com,2013-03-15 17:15:00',2013-03-15 18:00:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/5211137a458d996cf55285cda1c54033,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Friday March 15, 2013 5:15pm - 6:00pm",Friday,3,15,2013,5:15pm,pm,17,15,6:00pm,pm,18,0,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
874,American Rag Presents Filter Magazine's Showdown at Cedar Street!,Mikhael Paskalev,Cedar Street,Mikhael Paskalev | http://soundcloud.com/joewills/sets/mikhaelpaskalevep,2013-03-16 11:00:00',2013-03-16 11:30:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/6f85c74832cc1482a9c9a6b191bb273b,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Saturday March 16, 2013 11:00am - 11:30am",Saturday,3,16,2013,11:00am,am,11,0,11:30am,am,11,30,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
878,American Rag Presents Filter Magazine's Showdown at Cedar Street!,Heyerdahl,Cedar Street,"Heyerdahl | Heyerdahl just did their first gig EVER at this years Øyafestival in Oslo and was | met with amazing reviews “Stunning! – P3.no” Their debut single follows by a | European tour visiting Berlin, London and Barcelona. | Heyerdahl is Kenneth Ishak, Mattis With, Tore Løchstøer Hauge and Magne | Mostue from Oslo, Norway. | Tired of Oslo, Heyerdahl rented a lighthouse at Stadt on the west coast of | Norway and built a temporary studio overlooking the vast ocean. Accustomed to | the cit…",2013-03-16 11:40:00',2013-03-16 00:10:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/2ead92ae04b6dbdd4504f6e15ca44724,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Saturday March 16, 2013 11:40am - 12:10am",Saturday,3,16,2013,11:40am,am,11,40,12:10am,am,0,10,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
898,American Rag Presents Filter Magazine's Showdown at Cedar Street!,Young Dreams,Cedar Street,"Heyerdahl | Heyerdahl just did their first gig EVER at this years Øyafestival in Oslo and was | met with amazing reviews “Stunning! – P3.no” Their debut single follows by a | European tour visiting Berlin, London and Barcelona. | Heyerdahl is Kenneth Ishak, Mattis With, Tore Løchstøer Hauge and Magne | Mostue from Oslo, Norway. | Tired of Oslo, Heyerdahl rented a lighthouse at Stadt on the west coast of | Norway and built a temporary studio overlooking the vast ocean. Accustomed to | the cit…",2013-03-16 12:20:00',2013-03-16 12:50:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/6c2c34da993bcce9e866e0e3394e87e7,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Saturday March 16, 2013 12:20pm - 12:50pm",Saturday,3,16,2013,12:20pm,pm,12,20,12:50pm,pm,12,50,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
908,American Rag Presents Filter Magazine's Showdown at Cedar Street!,IO Echo,Cedar Street,IO Echo,2013-03-16 13:00:00',2013-03-16 14:00:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/040be1310e44874a6e3be6d1a1d3834c,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Saturday March 16, 2013 1:00pm - 2:00pm",Saturday,3,16,2013,1:00pm,pm,13,0,2:00pm,pm,14,0,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
946,American Rag Presents Filter Magazine's Showdown at Cedar Street!,K.I.D.S,Cedar Street,K.I.D.S | http://soundcloud.com/kids3,2013-03-16 14:00:00',2013-03-16 15:00:00',208 W 4th S ,Austin,TX,78701,http://austin2013.sched.org/event/16fea3bc433209eddfc42c0e3cd5cc94,http://filtermagazine.com/index.php/rsvp/entry/american_rag_presents_filter_magazines_2013_sxsw_showdown,,"Saturday March 16, 2013 2:00pm - 3:00pm",Saturday,3,16,2013,2:00pm,pm,14,0,3:00pm,pm,15,0,"Cedar Street (208 W 4th S , Austin, TX, 78701)","208 W 4th S , Austin, TX, 78701",208 W 4th S ,Austin,TX,78701,"Free Stuff Free Food, Tags 21+",,#N/A
68,Art Disaster No. 15!,Guns of Navarone,Holy Mountain,Guns of Navarone,2013-03-12 21:00:00',2013-03-12 22:00:00',617 E 7th St,,,,http://austin2013.sched.org/event/5d44fa6439d200bd5ede6b4808beeda0,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Tuesday March 12, 2013 9:00pm - 10:00pm",Tuesday,3,12,2013,9:00pm,pm,21,0,10:00pm,pm,22,0,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
72,Art Disaster No. 15!,Goddess and She,Holy Mountain,Goddess and She,2013-03-12 21:30:00',2013-03-12 22:30:00',617 E 7th St,,,,http://austin2013.sched.org/event/04a9baca51f76beff74634d0d4111442,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Tuesday March 12, 2013 9:30pm - 10:30pm",Tuesday,3,12,2013,9:30pm,pm,21,30,10:30pm,pm,22,30,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
74,Art Disaster No. 15!,The Plastic Habit,Holy Mountain,The Plastic Habit,2013-03-12 22:00:00',2013-03-12 23:00:00',617 E 7th St,,,,http://austin2013.sched.org/event/b5072a3d4d2dff72810d7f1e058e3aee,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Tuesday March 12, 2013 10:00pm - 11:00pm",Tuesday,3,12,2013,10:00pm,pm,22,0,11:00pm,pm,23,0,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
76,Art Disaster No. 15!,Blackie,Holy Mountain,Blackie,2013-03-12 22:30:00',2013-03-12 23:30:00',617 E 7th St,,,,http://austin2013.sched.org/event/e605e631da4a58bc8b58f6dc51a17f3c,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Tuesday March 12, 2013 10:30pm - 11:30pm",Tuesday,3,12,2013,10:30pm,pm,22,30,11:30pm,pm,23,30,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
77,Art Disaster No. 15!,Emily Bell,Holy Mountain,Emily Bell,2013-03-12 23:00:00',2013-03-12 00:00:00',617 E 7th St,,,,http://austin2013.sched.org/event/80998c0b386b2425ac85e31f2a410b15,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Tuesday March 12, 2013 11:00pm - 12:00am",Tuesday,3,12,2013,11:00pm,pm,23,0,12:00am,am,0,0,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
78,Art Disaster No. 15!,Ume,Holy Mountain,"Ume | “Songs that balance sweet pop hooks with snarling heaviness, equal debts to punk, stoner, shoegaze and alt rock, insane guitar abuse/heroics and an audience awestruck and won over.” – Chromewaves.com ""This band is fully ready to break out in a whole new way. Phantoms, which drops in August, is the perfect description of this group’s sound, an unexpected mashup of eerie fragility and inyourface rock... music that can morph from easy, chill listening to throbbing latenight anthems withi…",2013-03-12 23:30:00',2013-03-12 00:30:00',617 E 7th St,,,,http://austin2013.sched.org/event/2ceec34bd3ecddf8897cab838ba8f367,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Tuesday March 12, 2013 11:30pm - 12:30am",Tuesday,3,12,2013,11:30pm,pm,23,30,12:30am,am,0,30,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
80,Art Disaster No. 15!,T Bird and the Breaks,Holy Mountain,"T Bird and the Breaks | T Bird and the Breaks are one of those gangs of people who could have easily banded together to steal hubcaps or hustle you out of your last dollar in a game of street craps. Lucky for all involved, they chose to make music. The core of this band of musical miscreants consists of Tim Crane on vocals and piano and an unstoppable rhythm section consisting of longtime partner in crime Sammy Patlove on drums and Cody Furr on bass. Johnny “Too Bad” Allison on guitar and vocals add the icing on th…",2013-03-13 00:00:00',2013-03-13 01:00:00',617 E 7th St,,,,http://austin2013.sched.org/event/54f77fff7b0106d8c9febfe42ad70853,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Wednesday March 13, 2013 12:00am - 1:00am",Wednesday,3,13,2013,12:00am,am,0,0,1:00am,am,1,0,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
81,Art Disaster No. 15!,Eagle Claw,Holy Mountain,Eagle Claw,2013-03-13 00:30:00',2013-03-13 01:30:00',617 E 7th St,,,,http://austin2013.sched.org/event/99e8b2e0fc6d0d77b819083aa9035c71,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Wednesday March 13, 2013 12:30am - 1:30am",Wednesday,3,13,2013,12:30am,am,0,30,1:30am,am,1,30,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
82,Art Disaster No. 15!,Orion,Holy Mountain,DJ Orion,2013-03-13 01:00:00',2013-03-13 02:00:00',617 E 7th St,,,,http://austin2013.sched.org/event/83db11a27b2d0295fda542629cd2f7ea,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Wednesday March 13, 2013 1:00am - 2:00am",Wednesday,3,13,2013,1:00am,am,1,0,2:00am,am,2,0,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
455,Austin Java Concert,With Teeth And Nails,Austin Java,With Teeth And Nails,2013-03-14 16:30:00',2013-03-14 16:50:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/1dfe626723012755d3c872d6c8019e61,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 4:30pm - 4:50pm",Thursday,3,14,2013,4:30pm,pm,16,30,4:50pm,pm,16,50,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
458,Austin Java Concert,The Measure Of,Austin Java,The Measure Of,2013-03-14 16:50:00',2013-03-14 17:10:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/125587dd113e546ae85253ff55eef52b,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 4:50pm - 5:10pm",Thursday,3,14,2013,4:50pm,pm,16,50,5:10pm,pm,17,10,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
479,Austin Java Concert,Globe & Beast,Austin Java,Globe & Beast,2013-03-14 17:10:00',2013-03-14 17:30:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/0450a910cf1775c5c54ace0a6f6474ad,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 5:10pm - 5:30pm",Thursday,3,14,2013,5:10pm,pm,17,10,5:30pm,pm,17,30,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
488,Austin Java Concert,Tidemouth,Austin Java,Tidemouth,2013-03-14 17:30:00',2013-03-14 17:50:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/ae6d62aa35b1e301aad38dd6f8f864c3,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 5:30pm - 5:50pm",Thursday,3,14,2013,5:30pm,pm,17,30,5:50pm,pm,17,50,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
495,Austin Java Concert,Frameworks,Austin Java,Frameworks,2013-03-14 17:50:00',2013-03-14 18:10:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/029884180eda2dc63a53704603db3dd4,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 5:50pm - 6:10pm",Thursday,3,14,2013,5:50pm,pm,17,50,6:10pm,pm,18,10,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
510,Austin Java Concert,Discourse,Austin Java,Discourse,2013-03-14 18:10:00',2013-03-14 18:30:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/6159573c55cdb22bb68a94a8ff074c51,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 6:10pm - 6:30pm",Thursday,3,14,2013,6:10pm,pm,18,10,6:30pm,pm,18,30,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
516,Austin Java Concert,Going Peacefully,Austin Java,Going Peacefully,2013-03-14 18:30:00',2013-03-14 18:50:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/bbb1b4f271138035f9e3fca823c4d318,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 6:30pm - 6:50pm",Thursday,3,14,2013,6:30pm,pm,18,30,6:50pm,pm,18,50,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
526,Austin Java Concert,Badblood,Austin Java,Badblood,2013-03-14 18:50:00',2013-03-14 19:10:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/033d677c6b09dbcd9ce31ad8c85303ae,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 6:50pm - 7:10pm",Thursday,3,14,2013,6:50pm,pm,18,50,7:10pm,pm,19,10,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
533,Austin Java Concert,Vices,Austin Java,Vices,2013-03-14 19:10:00',2013-03-14 19:30:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/134d7ad81ec59e9233b88e2af6d428e5,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 7:10pm - 7:30pm",Thursday,3,14,2013,7:10pm,pm,19,10,7:30pm,pm,19,30,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
541,Austin Java Concert,Barrow,Austin Java,Barrow,2013-03-14 19:30:00',2013-03-14 19:50:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/735cc4647b881b62f450fe8de9d4fdb4,https://www.facebook.com/events/280847845375055/,,"Thursday March 14, 2013 7:30pm - 7:50pm",Thursday,3,14,2013,7:30pm,pm,19,30,7:50pm,pm,19,50,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,-0,,#N/A
548,Austin Java Concert,Canyons,Austin Java,Canyons,2013-03-14 19:50:00',2013-03-14 20:10:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/1cd0b9c13f9f0493a09527b34bb70d0e,https://www.facebook.com/events/280847845375055/,"Band, Unofficial","Thursday March 14, 2013 7:50pm - 8:10pm",Thursday,3,14,2013,7:50pm,pm,19,50,8:10pm,pm,20,10,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,"Austin Java (1206 Parkway, Austin, TX 78703), Band, Unofficial","Band, Unofficial",#N/A
556,Austin Java Concert,Creative Adult,Austin Java,Creative Adult,2013-03-14 20:10:00',2013-03-14 20:30:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/46d4d4df8c76eb21e0e04aa837b2b618,https://www.facebook.com/events/280847845375055/,"Band, Unofficial","Thursday March 14, 2013 8:10pm - 8:30pm",Thursday,3,14,2013,8:10pm,pm,20,10,8:30pm,pm,20,30,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,"Austin Java (1206 Parkway, Austin, TX 78703), Band, Unofficial","Band, Unofficial",#N/A
563,Austin Java Concert,Illustrations,Austin Java,Illustrations,2013-03-14 20:30:00',2013-03-14 20:50:00',1206 Parkway,Austin,TX,78703,http://austin2013.sched.org/event/871da360b87cecac22dbd194bb9bdd0a,https://www.facebook.com/events/280847845375055/,"Band, Unofficial","Thursday March 14, 2013 8:30pm - 8:50pm",Thursday,3,14,2013,8:30pm,pm,20,30,8:50pm,pm,20,50,"Austin Java (1206 Parkway, Austin, TX 78703)","1206 Parkway, Austin, TX 78703",1206 Parkway,Austin,TX,78703,"Austin Java (1206 Parkway, Austin, TX 78703), Band, Unofficial","Band, Unofficial",#N/A
