"URL","Artist","Hometown","Tags","Description","Description HTML","Picture Link","Youtube Link"
"http://do512.com/c/sx2013/bands/the-crack-pipes","The Crack Pipes","austin, Texas","","","","http://s3.amazonaws.com/dostuff-production/photos/7625334/f4fec214f701a9c931d3605c7f038621_poster.jpeg","http://www.youtube.com/e/QvIJb7b7HS0?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-ugly-beats","The Ugly Beats","AUSTIN, TEXAS","indie, garage rock, garage","Revivalism? Not really. The Ugly Beats dress, play, and rock like 1967’s still giving off heat waves of love. The local quintet has carved out a sweaty niche in Austin’s garage, slapping on go-go boots, igniting dance parties, and lamenting the hot death of wax through their own high energy twist and shout. 2003 saw their formation – frontman/guitarist Joe Emery, organist Jeanine Attaway, guitarist Jake Garcia, drummer Stephen Austin, and bassist Jason Gentry – from the ashes of local bands like Sir Finks and the Shakewells. The group grew out of the DJ Sue Fuzz Club parties, securing the Ugly Beats as torchbearers of the Nuggets sound and American Bandstand’s stomping grounds. 2005 brought Bring on the Beats!, and 2007 saw the debut of Take a Stand. Both discs were released on Get Hip, the label run by fellow garage rockers The Cynics, and boil down Farfisa rock into a beehived, lollipop rock around the clock. The rave up is not dead. Listen at Last.fm","<p>Revivalism? Not really. The Ugly Beats dress, play, and rock like 1967’s still giving off heat waves of love. The local quintet has carved out a sweaty niche in Austin’s garage, slapping on go-go boots, igniting dance parties, and lamenting the hot death of wax through their own high energy twist and shout. 2003 saw their formation – frontman/guitarist Joe Emery, organist Jeanine Attaway, guitarist Jake Garcia, drummer Stephen Austin, and bassist Jason Gentry – from the ashes of local bands like Sir Finks and the Shakewells. The group grew out of the DJ Sue Fuzz Club parties, securing the Ugly Beats as torchbearers of the Nuggets sound and American Bandstand’s stomping grounds. 2005 brought Bring on the Beats!, and 2007 saw the debut of Take a Stand. Both discs were released on Get Hip, the label run by fellow garage rockers <a href=""http://www.last.fm/music/The+Cynics"" class=""bbcode_artist"">The Cynics</a>, and boil down Farfisa rock into a beehived, lollipop rock around the clock. The rave up is not dead. <a href=""http://www.last.fm/music/The+Ugly+Beats"" target=""_blank"">Listen at Last.fm</a></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7628058/3c081e2bd7f675d3c0ad6ab99e6cc505_poster.jpeg","http://www.youtube.com/e/tVgYG259sXU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/spray-paint","Spray Paint","ATX","punk, japanese","S-S Records","<p>S-S Records<br></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5390011/36d757ed4559a7ffbe5e704938a4e482_poster.jpeg",""
"http://do512.com/c/sx2013/bands/tv-ghost","TV Ghost","Lafayette, Indiana","","Other","<p>Other</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7050344/d4d679d2fc101d7831c90af73b41a009_poster.jpeg","http://www.youtube.com/e/s58AVngpfwU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/unholy-two","unholy two","","","","","http://cdn1.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361570289",""
"http://do512.com/c/sx2013/bands/the-golden-pelicans","The Golden Pelicans","Orlando, Fl. 32803","","","","http://s3.amazonaws.com/dostuff-production/photos/7298500/1cba01148f0ea7a301909841848cb1f1_poster.jpeg",""
"http://do512.com/c/sx2013/bands/obnox","Obnox","","","","","http://s3.amazonaws.com/dostuff-production/photos/5443639/ff8caac40d47f29e20975ef2bd483cb3_poster.jpeg","http://www.youtube.com/e/RcJbj-A2JXg?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/avan-lava","Avan Lava","NEW YORK CITY","","Club / Pop","<p>Club / Pop</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5339515/55a2932c75cf7518ce2fb33fbdbccec7_poster.jpeg","http://www.youtube.com/e/emKQrMSbTm4?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/tomorrow-we-move-to-hawaii","Tomorrow We Move To Hawaii","Oslo/Amsterdam","","The Electropop-duo Brox & Stranger creates dancy and dark music from the B-sides of popular culture. The longing of yesterday is trapped in a jukebox of tomorrow. Tomorrow We Move To Hawaii is constantly on the edge of Lo-fi-indie-esque music, whilst epic synthesizers overrun the rough but tender vocals.via Facebook","<p><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">The Electropop-duo Brox & Stranger creates dancy and dark music from the B-sides of popular culture. </span><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 15px;"">The longing of yesterday is trapped in a jukebox of tomorrow. </span><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 15px;"">Tomorrow We Move To Hawaii is constantly on the edge of Lo-fi-indie-esque music, whilst epic synthesizers overrun the rough but tender vocals.</span><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;""><br><br>via <a href=""https://www.facebook.com/TWMTH/info"">Facebook</a></span></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7535909/4a25b688fc90cb9af356f9ba34863f82_poster.jpeg","http://www.youtube.com/e/qEKtIxRG6PY?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/sound-remedy","Sound Remedy","Chicago","","I write music on a macintosh computer that I enjoy listening to. I was born in 1988. I enjoy the whoop whoop and the bass and also the square waves.","<p>I write music on a macintosh computer that I enjoy listening to.</p> <p>I was born in 1988.</p> <p>I enjoy the whoop whoop and the bass and also the square waves.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5346313/d8b9b93f7e78621f8b98ce22bf2603cc_poster.jpeg","http://www.youtube.com/e/4024GO54ACE?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/sazon-booya","Sazon Booya","NYC","","Mr. Vega & DJ SAV started out as djs/producers in the nyc edm scene. They later met and joined with a mutual interest in music to start a moombahton group by the name of Sazon Booya.","<p>Mr. Vega & DJ <span class=""caps"">SAV</span> started out as djs/producers in the nyc edm scene. They later met and joined with a mutual interest in music to start a moombahton group by the name of Sazon Booya.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5428987/5b9a4925f55a755cdab6970ed684d397_poster.png","http://www.youtube.com/e/ioTzdY-2B60?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/pound-pound-pound","Pound Pound Pound","","","","","http://cdn1.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361570289",""
"http://do512.com/c/sx2013/bands/team-bayside-high-","Team Bayside High","Chicago, IL","","Chicago’s own Team Bayside High take their name from the high school where Zack Morris and Screech experienced their adolescence. Awesome Saved by the Bell references aside, the duo of Rick Carrico and Derek Berry have opened locally for Passion Pit, the xx and LA Riots.According to their Facebook profile, they are “two best friends who came together because they love to party! It’s that simple.” Not surprisingly, they host many parties, including monthly festivities at the Metro and a weekly indie-rock dance party called Rehab Mondays, which was awarded “America’s Best Party” in 2009 by the readers of tastemaking New York publication papermagazine.","<p>Chicago’s own Team Bayside High take their name from the<br /> high school where Zack Morris and Screech experienced their adolescence.<br /> Awesome <i>Saved by the Bell</i> references aside, the duo of Rick Carrico and<br /> Derek Berry have opened locally for Passion Pit, the xx and LA Riots.<br><br>According<br /> to their Facebook profile, they are “two best friends who came together because<br /> they love to party! It’s that simple.” Not surprisingly, they host many<br /> parties, including monthly festivities at the Metro and a weekly indie-rock<br /> dance party called Rehab Mondays, which was awarded “America’s Best Party” in<br /> 2009 by the readers of tastemaking New York publication <i>papermagazine</i>.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1448451/97bfe20a6a139f0ef7c4c6645f9663cc_poster.jpeg","http://www.youtube.com/e/4sLnf0PFJis?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/joe-mousepad","Joe Mousepad","Amherst, NH","","2-step / Electro / Hip Hop","<p>2-step / Electro / Hip Hop</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5344429/0f30e4683fc3c55daa4d44ccfb96d4fc_poster.jpeg","http://www.youtube.com/e/YFQeR61KKDg?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/ill-esha","ill-esha","Vancouver, British Columbia, Ca","dj, dance, dubstep, vocal","Drum & Bass / Dub / Emotronic","<p>Drum & Bass / Dub / Emotronic</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1445570/ca2751602b216952e1de4c65555d3991_poster.jpeg","http://www.youtube.com/e/A6KMZs2hkJI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/knight-riderz","Knight Riderz","Please select your region., United States","dj, techno, dubstep, glitch","Crunk / IDM / Progressive","<p>Crunk / <span class=""caps"">IDM</span> / Progressive</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1349992/1dbc54e62b5bd772de6fd354ff5b946d_poster.jpeg","http://www.youtube.com/e/yWvfqBng6fo?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/worthy","WORTHY","Washington DC","dj, electronica, minimal, minimal techno, tech house","Techno / Hyphy / House","<p>Techno / Hyphy / House</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5303293/93acb4b3357b05d40323e162ed1cdcb9_poster.jpeg","http://www.youtube.com/e/K78TMzHoZxg?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/amine-edge-and-dance","Amine Edge & DANCE","France","","Born in 1983 in South of France, Amine Edge was House, DANCE was Hip Hop. Together they mash their experience, mood and style to create their own style “G-House” Amine Edge & DANCE are knows in France as one of the symbolic figures of the brand new “G House” movement. Basically called “Gangsta House”, the name of this movement comes from the special atmosphere this music just kicks away: here comes another vision of the House music, a stunning combination between Funk’s deep basses and inspired by the latest 80s Hip House movement. 2012, brilliant year where are released several productions of Amine Edge & DANCE on famous labels such as Nurvous, Noir, Neim (Midnight Perverts), Runnin Wild (Bubba & Chris James), 2DIY4 (Solomun) and so on, as well as remixes and co-working with Sasch BBC and Caspar, Tapesh, Midnight Perverts, Maher Daniel, DeMarzo, Adana Twins, Bubba, Pete Gooding, Puente & Rosch, Chicken Lips etc. … Amine Edge & DANCE are at present working on their first album for Get Physical.","<p>Born in 1983 in South of France, Amine Edge was House, <span class=""caps"">DANCE</span> was Hip Hop. <br /> Together they mash their experience, mood and style to create their own style “G-House” <br /> Amine Edge & <span class=""caps"">DANCE</span> are knows in France as one of the symbolic figures of the brand new “G <br /> House” movement. Basically called “Gangsta House”, the name of this movement comes from <br /> the special atmosphere this music just kicks away: here comes another vision of the House <br /> music, a stunning combination between Funk’s deep basses and inspired by the latest 80s Hip <br /> House movement. <br /> 2012, brilliant year where are released several productions of Amine Edge & <span class=""caps"">DANCE</span> on famous <br /> labels such as Nurvous, Noir, Neim (Midnight Perverts), Runnin Wild (Bubba & Chris James), <br /> 2DIY4 (Solomun) and so on, as well as remixes and co-working with Sasch <span class=""caps"">BBC</span> and Caspar, <br /> Tapesh, Midnight Perverts, Maher Daniel, DeMarzo, Adana Twins, Bubba, Pete Gooding, Puente & Rosch, <br /> Chicken Lips etc. …<br /> Amine Edge & <span class=""caps"">DANCE</span> are at present working on their first album for Get Physical.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/6974867/a24a001f2ec5c189c5f43a35d18ae3e3_poster.jpeg","http://www.youtube.com/e/dGfi8w03YTI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/gladiator","gLAdiator","","","","","http://s3.amazonaws.com/dostuff-production/photos/6228486/gladiator_poster.jpg","http://www.youtube.com/e/IqwWxvUNqUk?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/kill-paris","Kill Paris","Los Angeles, CA","dj, electronica, electronic, dubstep, electro","Corey Baker aka Kill Paris has been scorching the internet blogesphere this summer. Receiving support from A-Trak, Dillon Francis, Flux Pavilion, and Skrillex. Kill Paris’s focus has been on giving his music away for free and make it easier for people to share with others. He just had his own “name your own price” album release on killparis.bandcamp.comcall “The Beginning (2012)” His also soundcloud features 23 songs that anyone can download for free. Being an Ableton Certified Trainer, his software of choice is Ableton Live. Live shows consist of 90 percent originals and remixes. Corey is currently sharing the stage all over the US with the likes of Pretty Lights, Zion I, Mimosa, AraabMuzik, Whiskey Pete, Figure, Mac Miller, Infected Mushroom, & Nicky Romero to name a few.","<p>Corey Baker aka Kill Paris has been scorching the internet blogesphere this summer. Receiving support from A-Trak, Dillon Francis, Flux Pavilion, and Skrillex. Kill Paris’s focus has been on giving his music away for free and make it easier for people to share with others. He just had his own “name your own price” album release on killparis.bandcamp.comcall “The Beginning (2012)” His also soundcloud features 23 songs that anyone can download for free. Being an Ableton Certified Trainer, his software of choice is Ableton Live. Live shows consist of 90 percent originals and remixes. Corey is currently sharing the stage all over the US with the likes of Pretty Lights, Zion I, Mimosa, AraabMuzik, Whiskey Pete, Figure, Mac Miller, Infected Mushroom, & Nicky Romero to name a few.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7565489/c36a76122ff5758e284e41b9566d67b4_poster.jpeg","http://www.youtube.com/e/R6b-NkRAGlg?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/yelawolf-","YelaWolf","Gadsden, AL","hip-hop, rap, dirty south, southern rap, alabama","Hip Hop / Ghettotech / Southern Rock","<p>Hip Hop / Ghettotech / Southern Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7060928/4a4200dcd0dc3fb46d78134670f0636e_poster.jpeg","http://www.youtube.com/e/Y0rVRtXsiEo?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/teenage-bottlerocket","Teenage Bottlerocket","Laramie WY","","Formed in 2001, Teenage Bottlerocket are an Old School Pop Punk Band from Laramie, Wyoming. The band was formed by twin brothers and existing members of the band, Ray and Brandon Carlisle after their previous band Homeless Wonders broke up in the year 2000. 2003 saw the release of their first album ‘Another Way’ on vinyl only on the 31st of October. After touring through 2004 they set to work on their next release, ‘Total’, which was available from April 2005. After more touring in support of this album they recorded their next LP ‘Warning Device’, which was released on January 8th 2008. A video was produced for the first single taken from that album, ‘In the Basement’ on December 28th 2007. Current Lineup: Ray Carlisle Brandon Carlisle Kody Templeman Miguel Chen Listen at Last.fm","<p>Formed in 2001, Teenage Bottlerocket are an Old School Pop Punk Band from Laramie, Wyoming. The band was formed by twin brothers and existing members of the band, Ray and Brandon Carlisle after their previous band <a href=""http://www.last.fm/music/Homeless+Wonders"" class=""bbcode_artist"">Homeless Wonders</a> broke up in the year 2000. 2003 saw the release of their first album ‘Another Way’ on vinyl only on the 31st of October. After touring through 2004 they set to work on their next release, ‘Total’, which was available from April 2005. After more touring in support of this album they recorded their next LP ‘Warning Device’, which was released on January 8th 2008. A video was produced for the first single taken from that album, ‘In the Basement’ on December 28th 2007. Current Lineup: Ray Carlisle Brandon Carlisle Kody Templeman Miguel Chen <a href=""http://www.last.fm/music/Teenage+Bottlerocket"" target=""_blank"">Listen at Last.fm</a></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1468364/m_poster.jpg","http://www.youtube.com/e/-03q9VE0sOk?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/lower-class-brats","Lower Class Brats","Austin, Texas","","Unlike most band stories, the story of the LOWER CLASS BRATS did not start out “innocently enough”. It was more like a full-blown attack on their local music scene. The war started in January 1995 in Austin, Texas when the BRATS set out to destroy all of the emo, college and garage bands that had some how taken over their city. Many years, countless beers and drug additctions later, the boys are still waging war. Not just in their hometown though, with the help of fans world wide they’ve set out to take over the planet. In the time that the LOWER CLASS BRATS have been pounding out their own brand of Rock N’ Roll Street Noize they have released a fuck-load of CD’s, LP’s, 12""’s, and 7""’s. Including appearances on several compilations, live DVD’s and soundtracks in two different films (nudge, nudge- wink, wink). In the past decade the BRATS have toured the globe. Mexico, Germany, North America, Canada, England, Japan, France and many, many other countries have witnessed the boys in action. And the LOWER CLASS BRATS don’t seem to be slowing down any time soon. From their first gig over fourteen years ago, to this day- L.C.B. always steals the show.","<p>Unlike most band stories, the story of the <span class=""caps"">LOWER</span> <span class=""caps"">CLASS</span> <span class=""caps"">BRATS</span> did not start out “innocently enough”. It was more like a full-blown attack on their local music scene. The war started in January 1995 in Austin, Texas when the <span class=""caps"">BRATS</span> set out to destroy all of the emo, college and garage bands that had some how taken over their city. Many years, countless beers and drug additctions later, the boys are still waging war. Not just in their hometown though, with the help of fans world wide they’ve set out to take over the planet. In the time that the <span class=""caps"">LOWER</span> <span class=""caps"">CLASS</span> <span class=""caps"">BRATS</span> have been pounding out their own brand of Rock N’ Roll Street Noize they have released a fuck-load of CD’s, LP’s, 12""’s, and 7""’s. Including appearances on several compilations, live DVD’s and soundtracks in two different films (nudge, nudge- wink, wink). In the past decade the <span class=""caps"">BRATS</span> have toured the globe. Mexico, Germany, North America, Canada, England, Japan, France and many, many other countries have witnessed the boys in action. And the <span class=""caps"">LOWER</span> <span class=""caps"">CLASS</span> <span class=""caps"">BRATS</span> don’t seem to be slowing down any time soon. From their first gig over fourteen years ago, to this day- L.C.B. always steals the show.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7616532/e2e654f908f1bd6e4bbb0e969c705fea_poster.png","http://www.youtube.com/e/87uV7Rv9i0I?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/off-with-their-heads-","Off With Their Heads","Minneapolis","","Not bad for a couple construction workers with broken reproductive systems and alcohol problems.","<p>Not bad for a couple construction workers with broken reproductive systems and alcohol problems.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7615320/962769604a18bf7846ab9ab0a19ccbb4_poster.jpeg","http://www.youtube.com/e/9fI17_xnxTk?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/lost-in-society","Lost in Society","","rock, grunge, local band","","","http://s3.amazonaws.com/dostuff-production/photos/1028834/67f32f401fb63d7c65fca8352e0a0630_poster.jpeg","http://www.youtube.com/e/kArZ_2GBMsU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/say-hello-to-the-angels","Say Hello to the Angels","Austin, Texas","","Rock / Punk / Alternative","<p>Rock / Punk / Alternative</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7049612/37ca50728ab54bfe605f13ba1a8fb647_poster.jpeg","http://www.youtube.com/e/9P3s2SDwbZA?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/new-red-scare","New Red Scare","Seattle, Washington, US","","Hardcore / Progressive / R&B","<p>Hardcore / Progressive / R&B</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7396721/6428384c3008ccbb80004eeebad7aa09_poster.jpeg",""
"http://do512.com/c/sx2013/bands/sniper-66","Sniper 66","Austin, TX","","Punk / Metal","<p>Punk / Metal</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7058468/62552a37a295447b0c4487415488819f_poster.jpeg","http://www.youtube.com/e/_c_tAD4MDcE?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-scandals","The Scandals","BAYONNE, New Jersey, US","street punk, electro punk, electro wave","Punk","<p>Punk</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1027538/76b5bea7e34c5139ca24c2235dfd099b_poster.jpeg","http://www.youtube.com/e/sGuFfSrYiO8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/frank-turner-and-the-sleeping-souls","Frank Turner & the Sleeping Souls","Winchester, UK","","","","http://cdn1.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361570289",""
"http://do512.com/c/sx2013/bands/foreign-tongues","Foreign Tongues","","","","","http://cdn1.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361570289",""
"http://do512.com/c/sx2013/bands/pentimento","Pentimento","Buffalo, NY","","“Pentimento is a 4 piece punk rock outfit from Buffalo, NY that strives to create a sound focused on the raw emotion of the punk scene that birthed them. While staying true to the roots and influences of their upbringing, what sets Pentimento apart is the sheer honesty and authenticity you take away when listening to their music. The goal of Pentimento has always been to create passionate music that they could share with others and have the listener feel and connect with on a personal level. Pentimento entered the studio early this year (2011) to record their newest EP “Wrecked”. Pentimento’s process of writing and recording Wrecked was to weed out any possibility of artificial factors or “studio magic”. The goal was to bring the most genuine and real instance to the listener with the hopes that the same experience that is put across live, comes across on their recordings. Pentimentos’ “Wrecked” has achieved that goal and surpassed it with one of the most honest EPs to come out this year. Panic Records is proud to release Wrecked on CD and Digital formats on July 19th, 2011 with the Vinyl version to follow shortly after."" -PanicRecords.net","<p>“Pentimento is a 4 piece punk rock outfit from Buffalo, NY that strives to create a sound focused on the raw emotion of the punk scene that birthed them.</p> <p>While staying true to the roots and influences of their upbringing, what sets Pentimento apart is the sheer honesty and authenticity you take away when listening to their music. The goal of Pentimento has always been to create passionate music that they could share with others and have the listener feel and connect with on a personal level.</p> <p>Pentimento entered the studio early this year (2011) to record their newest EP “Wrecked”. Pentimento’s process of writing and recording Wrecked was to weed out any possibility of artificial factors or “studio magic”. The goal was to bring the most genuine and real instance to the listener with the hopes that the same experience that is put across live, comes across on their recordings. Pentimentos’ “Wrecked” has achieved that goal and surpassed it with one of the most honest EPs to come out this year. Panic Records is proud to release Wrecked on CD and Digital formats on July 19th, 2011 with the Vinyl version to follow shortly after.""<br /> -PanicRecords.net</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5445073/c47ef6ba3e169e23bd1deb9e5cb25175_poster.jpeg","http://www.youtube.com/e/K-tcxThFPBU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/itch","ITCH","Leeds, Please select your region., United Kingdom","indie, math rock, leeds","Alternative / Indie / Post punk","<p>Alternative / Indie / Post punk</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1258940/27ba2d965d72fba319ed93b04d26e91f_poster.jpeg","http://www.youtube.com/e/PIOu9T1uOl8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/air-dubai","Air Dubai","Denver, USA","","Hip Hop / Post punk / Psychedelic","<p>Hip Hop / Post punk / Psychedelic</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5318545/ef9e84ed6f783cef4599d1092e92c3d4_poster.jpeg","http://www.youtube.com/e/1ib705CVzh0?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/forever-came-calling","FOREVER CAME CALLING","Twentynine Palms, CA","","Rock / Pop Punk","<p>Rock / Pop Punk</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5303359/d7c5dc79ac8013445e8c364310e9bdb0_poster.jpeg","http://www.youtube.com/e/IxDiqs5Saa0?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/davey-suicide","Davey Suicide","","","","","http://cdn1.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361570289","http://www.youtube.com/e/yIb4U7pH8Y4?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-young-guns","The Young Guns","Anchorage, Alaska","","","","http://s3.amazonaws.com/dostuff-production/photos/7476137/dc30d5005ec88e6bb08cb1be97c404f4_poster.jpeg","http://www.youtube.com/e/fRsyBo67Kk4?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/masked-intruder","Masked Intruder","Madison, WI","punk, punk rock, pop punk","","","http://s3.amazonaws.com/dostuff-production/photos/5309203/2f096967a0fa09635c71d60193494712_poster.jpeg","http://www.youtube.com/e/Jdj1sm0SDPk?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/crown-the-empire","Crown the Empire","Dallas, Texas","","Hardcore / Pop / Electronica","<p>Hardcore / Pop / Electronica</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/6502572/Crown_the_Empire_poster.jpg","http://www.youtube.com/e/xyEO8wgsQBM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/single-mothers","Single Mothers","London, ON (Canada)","","Single Mothers broke up in 2009 – and have been playing shows ever since.","<p>Single Mothers broke up in 2009 – and have been playing shows ever since.<br></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5794998/Single_Mothers_poster.jpg","http://www.youtube.com/e/2Nx-bGp93EI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/bad-indians","Bad Indians","YPSILANTI, Michigan, United States","psychedelic, garage rock, psychedelic rock, michigan","Pop / Psychedelic / Soul","<p>Pop / Psychedelic / Soul</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5327215/ec74ada8acc1fc40c568c1dd13e61082_poster.jpeg","http://www.youtube.com/e/AMXsZ04iy6c?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-ceos-","The CEOs","Austin,TX","","YOUNG BLACK AND STRONG … HARD WORKING IN THE ENTERTAINMENT BUSINESS .. SECURITY BUSINESS AND E- MARKETING BUSINESS .. AND FASHION (Mens Clothing Store) LOOKING TO NETWORK WITH POSITIVE PEOPLE .. .. IF YOU WITH IT .. IM WITH IT ….""LETS GET THIS MONEY"" COMPANY SITE www.urbansoulusa.com LABEL PAGE http://www.myspace.com/arkitektmusic","<p><span class=""text""><span class=""caps"">YOUNG</span> <span class=""caps"">BLACK</span> <span class=""caps"">AND</span> <span class=""caps"">STRONG</span> … <span class=""caps"">HARD</span> <span class=""caps"">WORKING</span> IN <span class=""caps"">THE</span> <span class=""caps"">ENTERTAINMENT</span> <span class=""caps"">BUSINESS</span> .. <span class=""caps"">SECURITY</span> <span class=""caps"">BUSINESS</span> <span class=""caps"">AND</span> E- <span class=""caps"">MARKETING</span> <span class=""caps"">BUSINESS</span> .. <span class=""caps"">AND</span> <span class=""caps"">FASHION</span> (Mens Clothing Store) <span class=""caps"">LOOKING</span> TO <span class=""caps"">NETWORK</span> <span class=""caps"">WITH</span> <span class=""caps"">POSITIVE</span> <span class=""caps"">PEOPLE</span> .. .. IF <span class=""caps"">YOU</span> <span class=""caps"">WITH</span> IT .. IM <span class=""caps"">WITH</span> IT ….""<span class=""caps"">LETS</span> <span class=""caps"">GET</span> <span class=""caps"">THIS</span> <span class=""caps"">MONEY</span>"" <span class=""caps"">COMPANY</span> <span class=""caps"">SITE</span> www.urbansoulusa.com <span class=""caps"">LABEL</span> <span class=""caps"">PAGE</span> http://www.myspace.com/arkitektmusic</span></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7621740/fa3ce9821f01147de387adafc40229d6_poster.jpeg",""
"http://do512.com/c/sx2013/bands/the-brothers-gross","The Brothers Gross","DeMotte","","Powerpop / Punk / Garage","<p>Powerpop / Punk / Garage</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/6321418/brothersGross_poster.jpg","http://www.youtube.com/e/3ObHuVmy_6o?enablejsapi=1&version=3"
